File,Floor Area,Height,Volume,Number of Floors,External Wall Area,Ground Floor Area,Roof Area,Window Area,Total Heat Capacity,u-Value (Wall),u-Value (Ground Floor),u-Value (Roof),u-Value (Internal Floor),u-Value (Internal Wall),u-Value (Windows),g-Value (Windows),Heat Capacity (Floor Slabs),Infiltration,Permeability,Internal Mass,WWR (North),WWR (East),WWR (West),WWR (South),Building:Start Time,Building:Operating Hours,Building:Light Heat Gain,Building:Equipment Heat Gain,Building:Occupancy,Building:Heating Setpoint,Building:Cooling Setpoint,Boiler Efficiency,Heating COP,Cooling COP,Heating Load,Cooling Load,Lights Load,Thermal Energy,Operational Energy,EUI
Shape0_752,864,3.3095703125,2859.46848,3,564.633391960012,288,288,150.233801063205,1045533978.16217,0.18447265625,0.18583984375,0.21806640625,0.5169921875,0.4513671875,0.70146484375,0.53583984375,955.2734375,0.385,7.2275390625,78.22265625,0.173828125,0.309765625,0.213671875,0.194921875,7.5732421875,11,7.87109375,10.23046875,19.7421875,20,25,0.95591796875,3.509765625,4.416015625,3261.9853089084,1226.5958782187,2363.5996256685,39365.0780777124,60070.2107985684,69.5257069427876
Shape0_734,1664.64,3.4814453125,5795.3553792,3,822.518003281956,554.88,554.88,313.826382193417,1880739265.56816,0.17978515625,0.15302734375,0.16962890625,0.5826171875,0.4857421875,0.77177734375,0.37177734375,902.1484375,0.356,7.5556640625,114.78515625,0.355078125,0.416015625,0.132421875,0.201171875,7.4638671875,11,6.18359375,12.41796875,20.3671875,20,25,0.92873046875,2.916015625,4.384765625,6284.2543391676,2077.899239735,3590.3707757062,77427.497699631,108879.145694817,65.4070223560754
Shape0_710,2424.56,3.3251953125,8062.1347892,4,1398.63453880328,606.14,606.14,238.691412512987,2836314586.9647,0.20791015625,0.21865234375,0.22900390625,0.5513671875,0.5794921875,0.78115234375,0.47490234375,995.8984375,0.366,8.5869140625,101.66015625,0.167578125,0.178515625,0.119921875,0.113671875,7.1826171875,11.6666666666667,8.55859375,13.79296875,19.6171875,20,25,0.92685546875,3.353515625,3.447265625,7549.5617379489,3327.3408648039,7785.736209959,100025.060614285,168228.109813526,69.3850058623114
Shape0_787,2207.05,3.5302734375,7791.4912317,5,1085.27584251903,441.41,441.41,627.613260085133,2150710807.51143,0.22294921875,0.17001953125,0.20341796875,0.4337890625,0.4134765625,0.97509765625,0.55166015625,808.0078125,0.308,7.1396484375,88.65234375,0.440234375,0.193359375,0.398828125,0.433203125,7.1337890625,11.6666666666667,6.41015625,11.30078125,23.0078125,20,25,0.95908203125,4.193359375,4.412109375,6919.5621115859,4972.140820216,4772.5786410076,86975.0802445053,128782.869139732,58.3506803831956
Shape0_786,2149.2,3.0302734375,6512.663448,3,957.930728334374,716.4,716.4,347.874737339746,2391060541.82583,0.17294921875,0.22001953125,0.15341796875,0.5337890625,0.5134765625,0.82509765625,0.40166015625,908.0078125,0.418,8.6396484375,118.65234375,0.240234375,0.393359375,0.198828125,0.233203125,7.6337890625,11.3333333333333,8.41015625,13.30078125,19.0078125,20,25,0.92908203125,3.193359375,3.412109375,7302.4830626078,3088.9338877643,6238.5905008831,95582.6268383612,150232.679626097,69.901674867903
Shape0_759,713.96,3.9345703125,2809.1255972,2,471.450021084006,356.98,356.98,159.340244149882,976141737.85302,0.19697265625,0.17333984375,0.15556640625,0.4419921875,0.5763671875,0.96396484375,0.42333984375,980.2734375,0.356,6.1025390625,115.72265625,0.123828125,0.359765625,0.263671875,0.144921875,7.9482421875,10,9.37109375,10.73046875,18.7421875,20,25,0.93341796875,3.259765625,2.666015625,3558.0064325627,868.1791153228,2036.5308977869,43506.6839381151,61346.6946027284,85.9245540404622
Shape0_858,3817.15,3.1943359375,12193.2596624,5,1521.79342239047,763.43,763.43,640.132831645954,3773980454.75695,0.15498046875,0.20673828125,0.23232421875,0.4853515625,0.5744140625,0.74306640625,0.32431640625,925.1953125,0.306,7.7724609375,83.49609375,0.212109375,0.415234375,0.120703125,0.436328125,7.8759765625,11.6666666666667,8.56640625,11.89453125,22.8203125,20,25,0.95298828125,4.458984375,4.396484375,8732.9388205976,6109.3964458271,10922.8040842903,112753.585827739,208437.349606122,54.6054909045026
Shape0_857,1881,3.9443359375,7419.29727,3,1258.57439126538,627,627,222.918366651019,2353895286.93037,0.17998046875,0.23173828125,0.15732421875,0.4353515625,0.5244140625,0.81806640625,0.39931640625,975.1953125,0.327,7.0224609375,98.49609375,0.112109375,0.115234375,0.220703125,0.136328125,7.6259765625,11.3333333333333,7.56640625,12.89453125,16.8203125,20,25,0.96798828125,2.958984375,2.896484375,7703.1121428734,1714.5378309092,4933.0705926899,96233.1235504533,139446.821942417,74.1344082628479
Shape0_833,2705.15,3.8505859375,10416.4127179,5,1216.11973621812,541.03,541.03,575.172855679688,2832219612.93563,0.20810546875,0.19736328125,0.24169921875,0.4041015625,0.4181640625,0.73369140625,0.59619140625,918.9453125,0.249,6.1787109375,119.12109375,0.324609375,0.477734375,0.233203125,0.248828125,7.9697265625,10,9.19140625,13.26953125,23.0703125,20,25,0.97736328125,3.271484375,3.958984375,5023.4056724707,7605.5790058638,8135.1052192793,76589.3241146691,147852.845835556,54.6560618951096
Shape0_816,1182.92,3.0146484375,3566.0868207,4,559.723527258153,295.73,295.73,320.07110385403,1294677386.14334,0.23701171875,0.21220703125,0.20185546875,0.5556640625,0.5353515625,0.89541015625,0.58447265625,948.6328125,0.356,7.0927734375,108.33984375,0.258984375,0.462109375,0.430078125,0.139453125,7.8369140625,11.6666666666667,8.84765625,11.36328125,16.3828125,20,25,0.95251953125,3.724609375,3.255859375,3642.4378708123,3290.0353524251,3370.0235393042,52531.7177001464,82053.1239044512,69.3648969536835
