File,Floor Area,Height,Volume,Number of Floors,External Wall Area,Ground Floor Area,Roof Area,Window Area,Total Heat Capacity,u-Value (Wall),u-Value (Ground Floor),u-Value (Roof),u-Value (Internal Floor),u-Value (Internal Wall),u-Value (Windows),g-Value (Windows),Heat Capacity (Floor Slabs),Infiltration,Permeability,Internal Mass,WWR (North),WWR (East),WWR (West),WWR (South),Building:Start Time,Building:Operating Hours,Building:Light Heat Gain,Building:Equipment Heat Gain,Building:Occupancy,Building:Heating Setpoint,Building:Cooling Setpoint,Boiler Efficiency,Heating COP,Cooling COP,Heating Load,Cooling Load,Lights Load,Thermal Energy,Operational Energy,EUI
Shape1_3,1950.75,3.75,7315.3125,3,803.250071941673,650.25,650.25,344.250030832146,2104337939.61471,0.225,0.175,0.175,0.45,0.45,0.775,0.525,950,0.342,8.25,75,0.2,0.4,0.2,0.4,8.5,12.5,7,13,18,20,25,0.965,3,4,6481.0404947784,3537.896498954,5088.669187136,83838.9461172329,128415.688196544,65.8288802750451
Shape1_91,2007.44,3.8046875,7637.681875,4,938.137767551474,501.86,501.86,425.84262551782,1945093734.53606,0.20703125,0.18671875,0.19609375,0.4296875,0.4203125,0.70234375,0.58828125,823.4375,0.322,8.1796875,61.40625,0.390625,0.440625,0.153125,0.265625,8.890625,12,8.59375,13.09375,23.1875,20,25,0.97953125,4.328125,3.296875,5139.0168870327,5388.836703991,6604.3598313742,74834.0004086494,132688.192531487,66.0982109211171
Shape1_90,359.1,3.3046875,1186.714179,2,243.494934387727,179.55,179.55,110.932998795753,470267337.697503,0.15703125,0.23671875,0.24609375,0.5296875,0.5203125,0.85234375,0.43828125,923.4375,0.451,6.6796875,91.40625,0.190625,0.240625,0.353125,0.465625,7.890625,11,6.59375,11.09375,19.1875,20,25,0.94953125,3.328125,4.296875,1922.0053676271,519.7004349514,754.7890117875,22455.9326732113,29067.8844164698,80.9464896030904
Shape1_51,1145.1,3.890625,4455.156596,3,691.05285472223,381.7,381.7,302.516002333823,1366881463.1887,0.2015625,0.1703125,0.2265625,0.478125,0.446875,0.9578125,0.3328125,915.625,0.393,8.484375,113.4375,0.35625,0.23125,0.45625,0.21875,8.21875,11.1666666666667,7.3125,13.0625,22.875,20,25,0.9303125,2.71875,2.90625,5955.9006713471,1445.8422796626,2671.4363335413,70921.4093788667,94323.1916606885,82.3711393421435
Shape1_50,1810.32,3.390625,6138.11625,4,790.974578100783,452.58,452.58,363.533272881538,1757043816.07969,0.1515625,0.2203125,0.1765625,0.578125,0.546875,0.8078125,0.4828125,815.625,0.305,6.984375,83.4375,0.15625,0.43125,0.25625,0.41875,7.21875,12.1666666666667,9.3125,11.0625,18.875,20,25,0.9603125,3.71875,3.90625,4243.8967695602,4086.8069534759,6281.2561255466,61216.7418102601,116240.545470048,64.2099438055417
Shape1_33,1210.92,3.046875,3689.5198568,3,503.973052313122,403.64,403.64,253.555788648154,1284130494.46334,0.1796875,0.1671875,0.1984375,0.509375,0.578125,0.8359375,0.5859375,896.875,0.391,7.828125,89.0625,0.36875,0.31875,0.46875,0.10625,7.53125,11.3333333333333,8.9375,12.6875,22.125,20,25,0.9696875,2.90625,4.34375,3368.7958987289,3052.7930975233,3947.1350236014,44761.6594500748,79338.5622568231,65.5192434321203
Shape1_18,762,3.90625,2976.5625,3,583.648687338925,254,254,163.421632454899,992461560.298151,0.228125,0.159375,0.221875,0.58125,0.56875,0.896875,0.571875,981.25,0.352,6.84375,95.625,0.1125,0.4375,0.1125,0.2125,8.6875,12.3333333333333,9.625,11.625,16.75,20,25,0.978125,2.8125,4.1875,3065.1752530927,1738.8574887942,2620.8755904885,38506.3580976626,61465.2282703419,80.6630292261704
Shape1_12,812.94,3.5625,2896.09875,3,533.640285386148,270.98,270.98,171.734779518945,954542813.780714,0.15625,0.15625,0.15625,0.5875,0.4625,0.83125,0.46875,862.5,0.333,6.1875,101.25,0.375,0.175,0.125,0.275,7.125,11.1666666666667,9.75,13.75,20.5,20,25,0.92375,3.625,3.125,2254.9811519272,1533.3239659241,2752.608776782,32033.964239282,56146.8171238923,69.0663728244302
Shape1_67,942.06,3.0859375,2907.1374962,3,515.951164802426,314.02,314.02,167.969589687602,1040997747.40282,0.19140625,0.19609375,0.24921875,0.4734375,0.5390625,0.84296875,0.50390625,854.6875,0.367,6.7734375,93.28125,0.353125,0.328125,0.140625,0.178125,8.203125,10.1666666666667,8.46875,11.96875,16.4375,20,25,0.94765625,3.890625,4.109375,3256.9275544302,1583.5517069402,2688.6105474378,41516.3912685893,65068.6196641445,69.0705683970708
Shape1_66,1306.72,3.5859375,4685.81625,4,798.137215235185,326.68,326.68,261.50726420199,1468848202.82733,0.24140625,0.24609375,0.19921875,0.5734375,0.4390625,0.99296875,0.35390625,954.6875,0.365,8.2734375,63.28125,0.153125,0.128125,0.340625,0.378125,7.203125,11.1666666666667,6.46875,13.96875,20.4375,20,25,0.97765625,2.890625,3.109375,5348.2855444873,1919.6526642658,2950.3931087719,65427.3909211467,91272.8345539885,69.8488081256799
